Graph,Model,Loss Function,n_negative,Learning Rate,lambda,n2v_p,n2v_q,time,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,GPU_usage/memory__bytes_,classifier/metrics/valid/AUC_ROC,classifier/metrics/valid/MRR,classifier/metrics/valid/Hits_1,classifier/metrics/valid/Hits_20,classifier/metrics/valid/Hits_50,classifier/metrics/valid/Hits_100,classifier/metrics/test/AUC_ROC,classifier/metrics/test/MRR,classifier/metrics/test/Hits_1,classifier/metrics/test/Hits_20,classifier/metrics/test/Hits_50,classifier/metrics/test/Hits_100,Loss/classifier_loss,metrics/valid/AUC_ROC,metrics/valid/MRR,metrics/valid/Hits_1,metrics/valid/Hits_20,metrics/valid/Hits_50,metrics/valid/Hits_100,metrics/test/AUC_ROC,metrics/test/MRR,metrics/test/Hits_1,metrics/test/Hits_20,metrics/test/Hits_50,metrics/test/Hits_100
CiteSeer,line,sg_aug,1,0.1,1.0,-1.0,-1.0,02-03-18h44m,5.207563400268555,1139,0.001420453074388206,0.0,0.001420453074388206,2910.59521484375,17301504.0,0.9140458703041077,0.2867472767829895,0.002197802299633622,0.07802198082208633,0.1329670399427414,0.20549450814723969,0.6071669459342957,0.04263005778193474,0.0,0.007142857648432255,0.013736264780163765,0.021978022530674934,0.7121784687042236,0.9482187628746033,0.31568533182144165,0.001098901149816811,0.08241758495569229,0.16153846681118011,0.24175825715065002,0.6135362386703491,0.043973635882139206,0.0,0.004395604599267244,0.01428571529686451,0.02967033162713051
CiteSeer,line,sg_aug,10,0.1,0.1,-1.0,-1.0,02-03-18h44m,4.504490852355957,1139,0.00016749673523008823,0.0,0.00016749673523008823,3591.827880859375,17301504.0,0.948752760887146,0.30068668723106384,0.003296703565865755,0.08241758495569229,0.13406594097614288,0.19560439884662628,0.6298108696937561,0.03767627477645874,0.0,0.005494505632668734,0.013736264780163765,0.0203296709805727,0.6485390067100525,0.9539695382118225,0.3310243487358093,0.00659340713173151,0.04615384712815285,0.14615385234355927,0.1934065967798233,0.6449418663978577,0.037196334451436996,0.0005494505749084055,0.005494505632668734,0.01318681426346302,0.018681319430470467
CiteSeer,line,sg_aug,100,0.1,0.1,-1.0,-1.0,02-03-18h43m,4.604466199874878,1139,0.00016951997531577945,0.0,0.00016951997531577945,56817.875,17301504.0,0.967043936252594,0.3600420653820038,0.005494505632668734,0.1318681389093399,0.1934065967798233,0.2725274860858917,0.662136971950531,0.03435641527175903,0.0,0.008791209198534489,0.018131868913769722,0.02747252956032753,0.5664771199226379,0.9700507521629333,0.39062026143074036,0.0,0.08791209012269974,0.19780220091342926,0.2758241891860962,0.6441765427589417,0.03621240332722664,0.0,0.001098901149816811,0.008791209198534489,0.013736264780163765
CiteSeer,line,sg_aug,100,0.1,1.0,-1.0,-1.0,02-03-18h43m,4.517123699188232,1139,1.1920930376163597e-07,0.0,1.1920930376163597e-07,131900.078125,17301504.0,0.957081139087677,0.3512032926082611,0.004395604599267244,0.12637363374233246,0.20549450814723969,0.2516483664512634,0.6575548648834229,0.03819900378584862,0.0,0.004395604599267244,0.016483517363667488,0.02142857201397419,0.5308259129524231,0.9713068008422852,0.3552846908569336,0.007692308165132999,0.06813187152147293,0.1934065967798233,0.24835166335105896,0.6706398725509644,0.03977174311876297,0.0,0.004395604599267244,0.01428571529686451,0.020879121497273445
CiteSeer,line,sg_aug,100,0.1,10.0,-1.0,-1.0,02-03-18h44m,4.471506595611572,1139,0.0003340004477649927,0.0,0.0003340004477649927,146351.734375,17301504.0,0.9691760540008545,0.32138580083847046,0.01428571529686451,0.1527472585439682,0.18681319057941437,0.26043957471847534,0.657073974609375,0.035478465259075165,0.0005494505749084055,0.004945055115967989,0.008791209198534489,0.025274725630879402,0.6312800049781799,0.9697480201721191,0.3397614061832428,0.0,0.11428572237491608,0.2131868302822113,0.2527472674846649,0.6519343852996826,0.037853941321372986,0.0,0.005494505632668734,0.012087912298738956,0.020879121497273445
CiteSeer,n2v,sg_aug,1,0.1,10.0,1.0,0.1,02-03-18h48m,34.29035449028015,519,4.9461870193481445,0.0,4.9461870193481445,472.26324462890625,2085969408.0,0.986330509185791,0.22765570878982544,0.0,0.017582418397068977,0.036263737827539444,0.0923076942563057,0.760861873626709,0.08576786518096924,0.003296703565865755,0.013736264780163765,0.03461538627743721,0.05604396015405655,0.3510301113128662,0.9827864766120911,0.22387537360191345,0.00659340713173151,0.01318681426346302,0.04725274816155434,0.1329670399427414,0.7631797790527344,0.08823949098587036,0.0,0.00659340713173151,0.02252747304737568,0.05714286118745804
CiteSeer,n2v,sg_aug,10,0.1,10.0,1.0,0.1,02-03-18h46m,35.1820342540741,519,13.963955879211426,0.0,13.963955879211426,72.8686752319336,2085969408.0,0.9820729494094849,0.2469644844532013,0.0,0.032967034727334976,0.08021978288888931,0.11428572237491608,0.7678285241127014,0.09216512739658356,0.0,0.012637362815439701,0.02857143059372902,0.050549451261758804,0.30984237790107727,0.9620780944824219,0.26124027371406555,0.0,0.019780220463871956,0.04285714402794838,0.06703297048807144,0.7773802876472473,0.09366202354431152,0.0,0.004945055115967989,0.013736264780163765,0.029120881110429764
CiteSeer,n2v,sg_aug,100,0.1,10.0,1.0,0.1,02-03-18h45m,35.952032804489136,519,20.52031707763672,0.0,20.52031707763672,1519.9820556640625,2085969408.0,0.9740440845489502,0.25144439935684204,0.0,0.03186813369393349,0.05384615808725357,0.10549451410770416,0.7702210545539856,0.08908926695585251,0.0005494505749084055,0.009890110231935978,0.025274725630879402,0.043406594544649124,0.28446704149246216,0.9791063070297241,0.27485954761505127,0.0,0.021978022530674934,0.07032967358827591,0.12747253477573395,0.786547839641571,0.09168694168329239,0.0,0.015934066846966743,0.029120881110429764,0.054395608603954315
CiteSeer,n2v,sg_aug,100,0.1,100.0,1.0,0.1,02-03-18h45m,34.18039011955261,519,373.54083251953125,0.0,373.54083251953125,41992.73828125,2085969408.0,0.9858593344688416,0.28276464343070984,0.001098901149816811,0.025274725630879402,0.05604396015405655,0.1329670399427414,0.7995730638504028,0.09385676681995392,0.0005494505749084055,0.017032967880368233,0.0357142873108387,0.06483516842126846,0.24931344389915466,0.9872032403945923,0.30390650033950806,0.0,0.04395604506134987,0.08681318908929825,0.14835165441036224,0.8029279708862305,0.0976555198431015,0.0005494505749084055,0.01428571529686451,0.03351648524403572,0.061538465321063995
CiteSeer,n2v,sg_aug,5,0.1,100.0,1.0,0.1,02-03-18h47m,34.6537721157074,519,14.301812171936035,0.0,14.301812171936035,50.5010986328125,2085969408.0,0.9818707704544067,0.23858045041561127,0.0,0.034065935760736465,0.06593406945466995,0.12307693064212799,0.77197265625,0.09073184430599213,0.0,0.01318681426346302,0.02637362852692604,0.05384615808725357,0.3381788432598114,0.9813011884689331,0.2507164180278778,0.003296703565865755,0.035164836794137955,0.07032967358827591,0.12747253477573395,0.7773069143295288,0.09645084291696548,0.0005494505749084055,0.012087912298738956,0.03131868317723274,0.06978022307157516
